victim_date,vehicle,age,severity
2020-01-13,CICLISTA,-1,SD
2020-01-14,MOTO,39,sd
2020-01-14,MOTO,24,sd
2020-01-14,MOTO,34,sd
2020-01-14,MOTO,38,sd
2020-01-14,TRANSPORTE PUBLICO,22,sd
2020-01-14,TRANSPORTE PUBLICO,29,sd
2020-01-14,TRANSPORTE PUBLICO,50,sd
2020-01-16,MOTO,36,sd
2020-01-17,TRANSPORTE PUBLICO,59,sd
2020-01-21,MOTO,30,sd
2020-01-24,MOTO,38,sd
2020-01-25,MOTO,35,sd
2020-01-26,PEATON,-1,sd
2020-01-29,MOTO,39,sd
2020-01-30,PEATON,31,sd
2020-01-31,TAXI,61,sd
2020-01-31,MOTO,25,sd
2020-01-31,MOTO,55,sd
2020-01-31,CICLISTA,32,sd
2020-02-01,MOTO,43,sd
2020-02-02,TAXI,49,sd
2020-02-04,PEATON,-1,sd
2020-02-04,TAXI,-1,sd
2020-02-05,TAXI,68,sd
2020-02-05,TAXI,43,sd
2020-02-05,AUTO,-1,sd
2020-02-05,MOTO,42,sd
2020-02-06,TRANSPORTE PUBLICO,30,sd
2020-02-08,PEATON,-1,sd
2020-02-09,TAXI,60,sd
2020-02-09,PEATON,38,sd
2020-02-10,MOTO,35,sd
2020-02-11,TRANSPORTE PUBLICO,-1,sd
2020-02-14,TRANSPORTE PUBLICO,-1,sd
2020-02-15,MOTO,31,sd
2020-02-17,MOTO,23,sd
2020-02-17,MOTO,45,sd
2020-02-18,TAXI,51,sd
2020-02-19,TRANSPORTE PUBLICO,38,sd
2020-02-20,PEATON,21,sd
2020-02-20,PEATON,-1,sd
2020-02-21,MOTO,26,sd
2020-02-26,MOTO,40,sd
2020-02-29,MOTO,28,sd
2020-02-29,MOTO,26,sd
2020-03-01,PEATON,57,sd
2020-03-02,PEATON,61,sd
2020-03-02,MOTO,56,sd
2020-03-02,MOTO,46,GRAVE
2020-03-03,MOTO,-1,sd
2020-03-03,MOTO,33,sd
2020-03-04,PEATON,24,sd
2020-03-05,MOTO,45,SD
2020-03-05,MOTO,-1,sd
2020-03-06,MOTO,-1,sd
2020-03-07,PEATON,-1,sd
2020-03-07,CICLISTA,-1,sd
2020-03-08,MOTO,49,sd
2020-03-08,MOTO,30,sd
2020-03-09,PEATON,29,sd
2020-03-10,TRANSPORTE PUBLICO,-1,sd
2020-03-12,PEATON,58,sd
2020-03-13,PEATON,72,sd
2020-03-14,AUTO,27,sd
2020-03-15,CICLISTA,-1,sd
2020-03-16,MOTO,29,sd
2020-03-17,PEATON,28,sd
2020-03-18,MOTO,-1,sd
2020-03-18,MOTO,27,sd
2020-03-19,PEATON,62,sd
2020-03-19,MOTO,46,sd
2020-03-21,AUTO,40,sd
2020-03-30,MOTO,32,sd
2020-04-10,MOTO,-1,sd
2020-04-20,MOVIL,-1,sd
2020-04-21,AUTO,-1,sd
2020-04-22,UTILITARIO,35,sd
2020-04-22,UTILITARIO,26,sd
2020-04-23,CICLISTA,43,sd
2020-04-23,MOTO,24,sd
2020-04-23,PEATON,-1,sd
2020-04-29,MOTO,44,sd
2020-05-02,AUTO,25,sd
2020-05-04,PEATON,44,sd
2020-05-09,MOTO,24,sd
2020-05-10,MOTO,28,sd
2020-05-11,PEATON,69,sd
2020-05-11,MOTO,48,sd
2020-05-14,MOTO,48,sd
2020-05-15,MOTO,37,sd
2020-05-28,CICLISTA,-1,sd
2020-06-02,CICLISTA,27,sd
2020-06-02,TRANSPORTE PUBLICO,43,sd
2020-06-04,MOTO,33,sd
2020-06-09,MOTO,39,sd
2020-06-10,CICLISTA,34,sd
2020-06-10,CICLISTA,29,sd
2020-06-12,MOTO,28,sd
2020-06-16,CICLISTA,41,SD
2020-06-16,CICLISTA,40,sd
2020-06-17,MOTO,-1,sd
2020-06-17,PEATON,81,sd
2020-06-17,MOTO,25,sd
2020-06-18,PEATON,53,GRAVE
2020-06-20,CICLISTA,-1,sd
2020-06-23,PEATON,25,grave
2020-06-23,PEATON,21,sd
2020-06-25,PEATON,29,sd
2020-06-29,MOTO,27,sd
2020-06-29,MOTO,26,sd
2020-06-30,PEATON,65,sd
2020-07-06,CICLISTA,22,sd
2020-07-08,CICLISTA,27,sd
2020-07-10,PEATON,88,sd
2020-07-14,MOTO,51,sd
2020-07-17,PEATON,51,sd
2020-07-24,MOTO,22,sd
2020-07-25,MOTO,-1,sd
2020-07-27,MOTO,-1,sd
2020-07-27,MOTO,26,sd
2020-07-29,MOTO,20,sd
2020-07-29,MOTO,28,sd
2020-07-29,MOTO,23,sd
2020-07-30,MOTO,29,sd
2020-07-31,MOTO,46,sd
2020-08-02,AUTO,55,sd
2020-08-06,TAXI,72,sd
2020-08-11,MOTO,32,sd
2020-08-12,PEATON,65,sd
2020-08-12,AUTO,38,sd
2020-08-19,TRANSPORTE PUBLICO,59,sd
2020-08-21,PEATON,-1,sd
2020-08-21,MOTO,32,sd
2020-08-22,MOTO,28,sd
2020-08-24,AUTO,31,sd
2020-08-25,MOTO,44,sd
2020-08-28,AUTO,40,sd
2020-08-29,MOTO,24,sd
2020-09-01,AUTO,-1,sd
2020-09-01,AUTO,26,sd
2020-09-01,PEATON,34,sd
2020-09-03,MOTO,37,sd
2020-09-04,MOTO,21,sd
2020-09-06,AUTO,16,sd
2020-09-06,AUTO,42,sd
2020-09-12,MOTO,20,sd
2020-09-12,MOTO,21,sd
2020-09-14,PEATON,-1,sd
2020-09-15,MOTO,23,sd
2020-09-16,MOTO,29,sd
2020-09-19,AUTO,33,sd
2020-09-19,AUTO,31,sd
2020-09-20,MOTO,-1,sd
2020-09-20,MOTO,21,sd
2020-09-22,PEATON,24,sd
2020-09-25,AUTO,31,sd
2020-09-26,MOTO,39,sd
2020-09-26,MOTO,26,sd
2020-09-26,MOTO,30,sd
2020-09-26,PEATON,40,SD
2020-09-26,PEATON,45,SD
2020-09-26,MOTO,31,sd
2020-09-28,PEATON,42,sd
2020-09-28,MOTO,45,sd
2020-09-29,PEATON,-1,sd
2020-09-29,CICLISTA,-1,sd
2020-09-29,CICLISTA,51,sd
2020-11-03,AUTO,43,sd
2020-11-03,AUTO,58,sd
2020-11-03,MOTO,43,sd
2020-11-04,CICLISTA,23,sd
2020-11-04,MOTO,35,sd
2020-11-11,MOTO,-1,sd
2020-11-13,MOTO,35,sd
2020-11-13,MOTO,36,sd
2020-11-13,MOTO,30,sd
2020-11-13,MOTO,48,sd
2020-11-15,MOTO,36,sd
2020-11-15,MOTO,27,sd
2020-11-15,MOTO,-1,sd
2020-11-19,TRANSPORTE PUBLICO,26,sd
2020-11-20,PEATON,42,SD
2020-11-21,TRANSPORTE PUBLICO,22,sd
2020-11-21,CAMION,49,sd
2020-11-21,CAMION,41,sd
2020-11-22,MOTO,-1,sd
2020-11-25,PEATON,21,sd
2020-11-26,TRANSPORTE PUBLICO,47,sd
2020-11-26,CICLISTA,-1,sd
2020-11-27,MOTO,36,sd
2020-12-03,MOTO,46,sd
2020-12-03,CICLISTA,22,sd
2020-12-03,TRANSPORTE PUBLICO,-1,sd
2020-01-05,MOTO,28,sd
2020-01-13,MOTO,43,SD
2020-01-19,TAXI,36,sd
2020-01-20,MOTO,30,sd
2020-01-21,MOTO,37,sd
2020-01-23,MOTO,-1,SD
2020-01-23,MOTO,53,sd
2020-01-25,MOVIL,29,sd
2020-01-25,MOVIL,41,sd
2020-01-25,MOVIL,34,sd
2020-01-25,MOVIL,45,sd
2020-01-26,MOTO,38,sd
2020-01-28,MOTO,36,sd
2020-01-30,PEATON,82,SD
2020-02-04,PEATON,75,sd
2020-02-07,MOTO,31,sd
2020-02-07,PEATON,31,sd
2020-02-08,MOTO,30,sd
2020-02-08,MOTO,-1,sd
2020-02-12,CICLISTA,20,sd
2020-02-13,MOTO,-1,sd
2020-02-13,CICLISTA,22,sd
2020-02-15,PEATON,22,sd
2020-02-16,CICLISTA,-1,sd
2020-02-20,UTILITARIO,45,sd
2020-02-21,CICLISTA,-1,sd
2020-02-23,AUTO,-1,sd
2020-02-23,PEATON,37,sd
2020-02-26,MOTO,24,sd
2020-02-27,CICLISTA,40,sd
2020-02-28,CICLISTA,-1,SD
2020-02-28,MOTO,43,sd
2020-03-01,TAXI,39,sd
2020-03-03,MOTO,28,sd
2020-03-04,MOTO,45,SD
2020-03-04,PEATON,22,sd
2020-03-05,MOTO,40,sd
2020-03-05,AUTO,39,sd
2020-03-06,MOTO,36,sd
2020-09-04,MOTO,42,sd
2020-09-19,MOTO,23,sd
2020-11-06,MOTO,-1,sd
2020-01-08,MOTO,63,sd
2020-03-11,UTILITARIO,-1,sd
2020-05-08,MOTO,-1,sd
2020-05-12,MOTO,38,sd
2020-05-18,MOTO,35,sd
2020-07-27,MOTO,34,sd
2020-07-31,MOTO,32,sd
2020-08-11,MOTO,35,sd
2020-08-29,CICLISTA,52,sd
2020-09-12,AUTO,43,sd
2020-09-25,MOTO,26,sd
2020-11-14,AUTO,-1,sd
2020-11-26,AUTO,33,sd
2020-11-26,AUTO,46,sd
2020-01-01,AUTO,33,sd
2020-01-01,AUTO,38,sd
2020-01-02,AUTO,23,sd
2020-01-02,AUTO,4,sd
2020-01-04,MOTO,-1,sd
2020-01-04,UTILITARIO,15,sd
2020-01-04,UTILITARIO,48,sd
2020-01-04,UTILITARIO,32,sd
2020-01-04,UTILITARIO,30,sd
2020-01-04,PEATON,78,SD
2020-01-07,PEATON,17,sd
2020-01-08,CICLISTA,72,sd
2020-01-08,MOTO,29,sd
2020-01-09,MOTO,22,sd
2020-01-09,MOTO,31,SD
2020-01-10,MOTO,31,sd
2020-01-10,MIXTO,48,sd
2020-01-10,MIXTO,39,sd
2020-01-13,TRANSPORTE PUBLICO,50,sd
2020-01-13,MOTO,-1,sd
2020-01-16,MOTO,20,sd
2020-01-25,MOTO,29,sd
2020-01-26,MOTO,38,SD
2020-01-26,MOTO,41,sd
2020-01-29,MOTO,-1,sd
2020-01-29,MOTO,44,sd
2020-01-30,MOTO,40,sd
2020-02-01,CICLISTA,28,sd
2020-02-01,AUTO,64,sd
2020-02-02,MOTO,34,sd
2020-02-02,MOTO,25,sd
2020-02-07,MOTO,-1,sd
2020-02-07,AUTO,50,sd
2020-02-07,AUTO,9,sd
2020-02-07,AUTO,-1,sd
2020-02-08,TRANSPORTE PUBLICO,63,sd
2020-02-08,TRANSPORTE PUBLICO,49,sd
2020-02-11,AUTO,-1,sd
2020-02-11,PEATON,28,SD
2020-02-12,UTILITARIO,49,SD
2020-02-12,UTILITARIO,23,sd
2020-02-12,UTILITARIO,-1,sd
2020-02-13,AUTO,-1,sd
2020-02-13,TRANSPORTE PUBLICO,-1,sd
2020-02-13,CICLISTA,43,sd
2020-02-19,PEATON,69,sd
2020-02-20,MOTO,26,sd
2020-02-20,PEATON,-1,sd
2020-02-21,MOTO,49,sd
2020-02-21,MOTO,49,sd
2020-02-21,MOTO,46,sd
2020-02-22,MOTO,-1,sd
2020-02-24,MOTO,10,sd
2020-02-24,MOTO,34,sd
2020-02-25,AUTO,56,sd
2020-02-26,AUTO,79,sd
2020-02-27,MOTO,44,sd
2020-02-27,AUTO,22,sd
2020-02-29,MOTO,45,sd
2020-03-02,MOTO,40,sd
2020-03-02,AUTO,55,sd
2020-03-04,TRANSPORTE PUBLICO,53,sd
2020-03-04,AUTO,28,sd
2020-03-05,PEATON,22,sd
2020-03-05,MOTO,12,sd
2020-03-07,CICLISTA,37,sd
2020-03-07,CICLISTA,15,sd
2020-03-09,TRANSPORTE PUBLICO,35,sd
2020-03-09,TRANSPORTE PUBLICO,56,sd
2020-03-09,TRANSPORTE PUBLICO,-1,sd
2020-03-09,TRANSPORTE PUBLICO,29,sd
2020-03-09,TRANSPORTE PUBLICO,19,sd
2020-03-09,MOTO,60,sd
2020-03-11,MOTO,34,sd
2020-03-13,AUTO,-1,sd
2020-03-14,MOTO,43,sd
2020-03-14,MOTO,15,sd
2020-03-15,AUTO,49,sd
2020-03-17,PEATON,38,sd
2020-03-17,MOTO,24,sd
2020-03-18,MOTO,28,SD
2020-03-18,MOTO,29,sd
2020-03-18,PEATON,87,sd
2020-03-18,MOTO,52,GRAVE
2020-03-18,MOTO,-1,sd
2020-03-19,MOTO,-1,sd
2020-04-02,PEATON,35,sd
2020-04-04,MIXTO,36,sd
2020-04-04,MIXTO,34,sd
2020-04-04,MIXTO,48,sd
2020-04-04,MIXTO,49,sd
2020-04-04,MIXTO,30,sd
2020-04-04,MIXTO,64,sd
2020-04-04,MIXTO,20,sd
2020-04-04,MIXTO,24,sd
2020-04-14,MOVIL,-1,sd
2020-04-15,MOTO,41,sd
2020-04-20,TRANSPORTE PUBLICO,-1,sd
2020-04-20,TRANSPORTE PUBLICO,-1,sd
2020-04-20,TRANSPORTE PUBLICO,-1,sd
2020-04-20,TRANSPORTE PUBLICO,-1,sd
2020-04-20,TRANSPORTE PUBLICO,-1,sd
2020-04-21,MOTO,26,sd
2020-04-23,MOTO,43,sd
2020-04-30,AUTO,46,sd
2020-04-30,AUTO,48,SD
2020-05-03,AUTO,23,sd
2020-05-05,PEATON,25,sd
2020-05-07,UTILITARIO,45,sd
2020-05-07,UTILITARIO,59,sd
2020-05-07,UTILITARIO,26,sd
2020-05-09,MOTO,23,sd
2020-05-12,AUTO,-1,sd
2020-05-12,MOTO,26,sd
2020-05-15,UTILITARIO,57,sd
2020-05-25,AUTO,55,sd
2020-06-07,MOTO,25,sd
2020-06-07,MOTO,41,sd
2020-06-30,MOTO,31,sd
2020-07-10,MOTO,62,sd
2020-07-10,MOTO,20,sd
2020-07-12,MOTO,26,sd
2020-07-15,MOTO,30,sd
2020-07-18,CICLISTA,40,sd
2020-07-20,MOTO,33,SD
2020-07-24,CICLISTA,44,sd
2020-07-26,MOTO,19,sd
2020-07-27,MOTO,27,sd
2020-08-01,PEATON,34,sd
2020-08-04,PEATON,41,sd
2020-08-06,MOTO,-1,sd
2020-08-07,MOTO,-1,sd
2020-08-12,MOTO,45,sd
2020-08-27,MOTO,33,sd
2020-08-27,MOTO,24,sd
2020-08-27,MOTO,30,sd
2020-09-04,AUTO,38,sd
2020-09-07,TRANSPORTE PUBLICO,28,sd
2020-09-07,TRANSPORTE PUBLICO,42,sd
2020-09-10,MOTO,29,sd
2020-09-11,MOTO,62,sd
2020-09-16,MOTO,-1,sd
2020-09-20,CICLISTA,-1,sd
2020-09-24,AUTO,25,sd
2020-10-09,MOTO,29,sd
2020-10-13,MOVIL,-1,sd
2020-10-16,CAMION,49,sd
2020-10-21,CICLISTA,40,sd
2020-10-28,MOTO,-1,sd
2020-10-29,MOTO,25,sd
2020-10-30,AUTO,77,sd
2020-10-30,AUTO,27,sd
2020-11-09,CICLISTA,-1,sd
2020-11-10,MOTO,31,sd
2020-11-10,AUTO,42,sd
2020-11-12,MOTO,-1,sd
2020-11-12,AUTO,35,sd
2020-11-13,CICLISTA,51,sd
2020-11-14,CICLISTA,24,sd
2020-11-15,CICLISTA,23,sd
2020-11-19,MOTO,-1,sd
2020-11-19,CICLISTA,30,sd
2020-11-20,AUTO,31,sd
2020-11-20,MOTO,28,sd
2020-11-23,PEATON,2,sd
2020-11-25,TAXI,27,sd
2020-11-25,TAXI,21,sd
2020-11-27,AUTO,30,sd
2020-11-27,MOVIL,-1,sd
2020-11-30,AUTO,81,sd
2020-12-01,MOTO,26,sd
2020-12-04,PEATON,62,sd
2020-12-08,CICLISTA,28,sd
2020-12-09,MOTO,45,SD
2020-12-20,PEATON,74,sd
2020-12-21,MOTO,26,sd
2020-01-04,MOTO,-1,sd
2020-01-07,MOTO,44,sd
2020-01-07,AUTO,21,sd
2020-01-07,TRANSPORTE PUBLICO,23,sd
2020-01-07,TRANSPORTE PUBLICO,56,sd
2020-01-07,TRANSPORTE PUBLICO,64,sd
2020-01-07,CICLISTA,21,sd
2020-01-10,MOTO,-1,sd
2020-01-16,MOTO,-1,sd
2020-01-16,TRANSPORTE PUBLICO,38,sd
2020-01-17,PEATON,61,SD
2020-01-17,PEATON,65,sd
2020-01-18,TRANSPORTE PUBLICO,4,sd
2020-01-18,TRANSPORTE PUBLICO,37,sd
2020-01-19,AUTO,46,sd
2020-01-19,AUTO,33,sd
2020-01-19,AUTO,-1,sd
2020-01-22,MOTO,40,sd
2020-01-23,CICLISTA,44,GRAVE
2020-01-24,AUTO,55,sd
2020-01-25,MOTO,29,sd
2020-01-25,AUTO,59,sd
2020-01-26,PEATON,67,sd
2020-01-27,CICLISTA,31,sd
2020-01-28,CICLISTA,29,sd
2020-01-29,CICLISTA,40,sd
2020-02-01,MOTO,24,sd
2020-02-03,MOTO,22,sd
2020-02-05,MOTO,35,sd
2020-02-08,MOVIL,41,sd
2020-02-11,AUTO,-1,sd
2020-02-12,MOVIL,-1,sd
2020-02-14,MOTO,43,sd
2020-02-14,MIXTO,77,GRAVE
2020-02-14,MIXTO,33,GRAVE
2020-02-14,MIXTO,60,sd
2020-02-14,MIXTO,30,sd
2020-03-06,AUTO,57,sd
2020-04-15,MOTO,29,sd
2020-04-18,AUTO,69,sd
2020-05-09,MOVIL,35,SD
2020-05-09,MOVIL,41,sd
2020-05-28,CICLISTA,-1,sd
2020-06-10,CICLISTA,-1,sd
2020-06-28,MOTO,23,GRAVE
2020-06-28,MOTO,24,sd
2020-07-01,MOTO,-1,sd
2020-07-08,MOTO,29,sd
2020-07-23,TRANSPORTE PUBLICO,70,sd
2020-07-31,MOTO,32,sd
2020-08-11,MOTO,-1,sd
2020-08-19,CICLISTA,35,sd
2020-08-21,CICLISTA,51,sd
2020-08-27,MOTO,49,sd
2020-08-28,MOTO,41,sd
2020-09-17,MOTO,28,sd
2020-11-03,TRANSPORTE PUBLICO,48,sd
2020-11-03,TRANSPORTE PUBLICO,45,sd
2020-11-12,MOTO,34,sd
2020-11-16,AUTO,50,SD
2020-11-22,MOTO,33,sd
2020-11-28,MOTO,27,sd
2020-12-02,CICLISTA,-1,sd
2020-01-08,AUTO,37,sd
2020-01-08,AUTO,71,sd
2020-01-09,PEATON,37,sd
2020-01-18,MOTO,39,sd
2020-01-22,PEATON,47,sd
2020-01-24,MOTO,38,sd
2020-01-25,MOTO,28,sd
2020-01-26,CICLISTA,-1,sd
2020-01-28,CICLISTA,19,sd
2020-01-28,PEATON,30,sd
2020-02-01,MOTO,26,sd
2020-02-03,PEATON,-1,sd
2020-02-05,AUTO,-1,sd
2020-02-07,MOTO,29,sd
2020-02-18,PEATON,58,sd
2020-02-19,MOTO,35,sd
2020-02-20,TAXI,36,sd
2020-02-21,MOTO,-1,sd
2020-02-26,MOTO,34,sd
2020-02-27,MOTO,28,sd
2020-03-03,MOTO,32,sd
2020-03-04,AUTO,53,sd
2020-03-05,AUTO,47,sd
2020-03-05,MOTO,25,sd
2020-03-06,MOTO,23,sd
2020-03-07,AUTO,34,sd
2020-03-09,MOTO,27,sd
2020-03-14,MOTO,-1,sd
2020-03-15,AUTO,13,sd
2020-03-16,MOTO,22,sd
2020-03-16,MOTO,-1,sd
2020-03-18,PEATON,73,sd
2020-04-01,CICLISTA,26,sd
2020-04-03,MOTO,42,sd
2020-04-05,MOTO,23,sd
2020-04-08,MOTO,-1,sd
2020-05-01,MOTO,32,sd
2020-05-02,MOTO,-1,sd
2020-05-02,MOTO,38,SD
2020-05-02,MOTO,25,sd
2020-05-06,PEATON,-1,sd
2020-05-08,MOVIL,28,sd
2020-05-08,MOVIL,-1,sd
2020-05-11,AUTO,51,sd
2020-05-11,AUTO,28,sd
2020-05-16,AUTO,38,sd
2020-05-17,MOTO,58,SD
2020-05-18,MOTO,32,sd
2020-05-21,MOTO,32,sd
2020-05-21,PEATON,-1,sd
2020-05-23,PEATON,21,sd
2020-05-26,MOTO,29,sd
2020-05-30,MOTO,27,sd
2020-05-31,MOVIL,32,sd
2020-06-01,AUTO,-1,sd
2020-06-01,AUTO,44,sd
2020-06-05,MOTO,33,sd
2020-06-09,AUTO,45,sd
2020-06-09,AUTO,25,sd
2020-06-13,CICLISTA,31,sd
2020-06-17,MOTO,35,sd
2020-06-29,MOVIL,45,sd
2020-06-30,MOTO,34,sd
2020-07-11,MOTO,38,sd
2020-07-20,CICLISTA,31,sd
2020-07-21,MOTO,56,sd
2020-07-21,MOTO,42,sd
2020-07-23,MOTO,49,sd
2020-07-27,CICLISTA,35,sd
2020-07-28,MOTO,-1,sd
2020-07-29,MOTO,29,sd
2020-07-31,TAXI,33,sd
2020-07-31,MOTO,-1,sd
2020-08-01,MOTO,31,sd
2020-08-04,MOTO,33,sd
2020-08-04,MOTO,55,sd
2020-08-05,CICLISTA,51,sd
2020-08-05,PEATON,53,sd
2020-08-08,PEATON,-1,sd
2020-08-13,AUTO,47,SD
2020-08-14,AUTO,26,sd
2020-08-14,AUTO,-1,sd
2020-08-15,AUTO,20,sd
2020-08-18,TRANSPORTE PUBLICO,75,sd
2020-08-22,PEATON,44,SD
2020-08-24,CICLISTA,38,sd
2020-08-26,MOTO,26,sd
2020-08-29,MOTO,25,sd
2020-08-30,MOTO,26,SD
2020-08-31,TRANSPORTE PUBLICO,70,sd
2020-08-31,PEATON,-1,sd
2020-09-01,PEATON,51,sd
2020-09-02,PEATON,42,sd
2020-09-12,MOTO,52,sd
2020-09-14,MOTO,34,sd
2020-09-14,MOTO,26,sd
2020-09-15,UTILITARIO,26,sd
2020-09-15,UTILITARIO,29,sd
2020-09-21,MOTO,31,sd
2020-09-24,MOTO,22,sd
2020-09-25,MOTO,-1,sd
2020-09-28,CICLISTA,20,sd
2020-09-29,PEATON,83,sd
2020-11-02,AUTO,38,sd
2020-11-06,PEATON,38,sd
2020-11-07,AUTO,33,sd
2020-11-09,MOVIL,30,sd
2020-11-09,MOVIL,52,sd
2020-11-10,CICLISTA,24,sd
2020-11-10,MOTO,-1,sd
2020-11-17,AUTO,36,sd
2020-11-24,MOTO,26,sd
2020-11-25,CICLISTA,24,sd
2020-11-26,MOTO,43,sd
2020-11-26,MOTO,43,sd
2020-11-27,PEATON,16,sd
2020-11-28,PEATON,84,sd
2020-11-30,AUTO,-1,sd
2020-12-17,MOTO,32,sd
2020-03-13,MOTO,32,sd
2020-03-13,MOTO,33,sd
2020-06-11,MOTO,20,GRAVE
2020-01-02,AUTO,60,sd
2020-01-02,MOTO,-1,sd
2020-01-07,MOTO,23,sd
2020-01-08,UTILITARIO,41,sd
2020-01-08,TRANSPORTE PUBLICO,69,sd
2020-01-09,TRANSPORTE PUBLICO,63,sd
2020-01-10,CICLISTA,42,sd
2020-01-10,MOTO,29,sd
2020-01-10,MOTO,38,sd
2020-01-11,MOTO,53,sd
2020-01-12,MOTO,38,SD
2020-01-13,MOTO,27,sd
2020-01-13,TAXI,64,sd
2020-01-13,TRANSPORTE PUBLICO,9,sd
2020-01-13,MOTO,25,sd
2020-01-16,MOTO,43,sd
2020-01-16,MOTO,45,sd
2020-01-16,UTILITARIO,32,sd
2020-01-16,MOTO,24,sd
2020-01-19,MOTO,-1,sd
2020-01-22,MOTO,42,sd
2020-01-22,PEATON,-1,sd
2020-01-23,PEATON,77,sd
2020-01-23,MOTO,28,sd
2020-01-23,MOTO,-1,sd
2020-01-24,MOTO,41,SD
2020-01-26,AUTO,57,SD
2020-01-27,PEATON,22,sd
2020-01-28,MOTO,29,sd
2020-01-28,MOTO,41,sd
2020-01-30,PEATON,-1,sd
2020-01-30,AUTO,25,sd
2020-01-31,CICLISTA,55,sd
2020-02-01,PEATON,-1,sd
2020-02-04,PEATON,38,SD
2020-02-04,PEATON,-1,sd
2020-02-05,MOTO,36,sd
2020-02-05,AUTO,34,SD
2020-02-06,MOTO,49,sd
2020-02-07,PEATON,32,sd
2020-02-09,AUTO,19,sd
2020-02-10,CICLISTA,-1,sd
2020-02-10,CICLISTA,61,sd
2020-02-12,MOTO,37,sd
2020-02-17,UTILITARIO,36,sd
2020-02-19,MOTO,28,sd
2020-02-19,MOTO,34,sd
2020-02-19,MOTO,36,sd
2020-02-19,PEATON,23,sd
2020-02-20,PEATON,25,sd
2020-02-22,PEATON,16,sd
2020-02-22,CICLISTA,38,sd
2020-02-23,AUTO,22,SD
2020-02-25,MOTO,29,sd
2020-02-25,MOTO,41,sd
2020-02-27,CICLISTA,24,SD
2020-02-27,TRANSPORTE PUBLICO,-1,sd
2020-02-28,MOTO,34,sd
2020-02-28,MOTO,32,sd
2020-02-29,MOTO,45,GRAVE
2020-02-29,MOTO,64,sd
2020-03-03,CICLISTA,22,sd
2020-03-04,CICLISTA,44,sd
2020-03-06,AUTO,35,GRAVE
2020-03-06,AUTO,36,sd
2020-03-06,CICLISTA,29,sd
2020-03-07,MOTO,34,sd
2020-03-07,AUTO,72,sd
2020-03-09,MOTO,35,SD
2020-03-10,MOTO,42,sd
2020-03-10,PEATON,77,sd
2020-03-10,MOTO,50,sd
2020-03-19,PEATON,57,sd
2020-03-24,MOTO,53,sd
2020-03-30,MOTO,22,sd
2020-04-05,MOVIL,23,sd
2020-04-06,PEATON,26,sd
2020-04-06,MOVIL,42,sd
2020-04-06,MOVIL,32,sd
2020-04-12,MOTO,37,sd
2020-04-17,MOTO,33,sd
2020-04-19,MOTO,27,sd
2020-04-23,MOTO,23,sd
2020-04-26,MOTO,33,sd
2020-04-27,PEATON,50,sd
2020-05-04,MOTO,28,sd
2020-05-07,MOTO,32,sd
2020-05-15,MOTO,29,sd
2020-05-18,MOTO,39,sd
2020-05-18,MOTO,60,sd
2020-05-19,MOTO,28,sd
2020-05-20,AUTO,22,sd
2020-05-20,MOTO,39,SD
2020-05-22,CICLISTA,-1,sd
2020-05-23,MOTO,30,sd
2020-05-24,MOTO,27,GRAVE
2020-05-24,MOTO,32,sd
2020-05-28,MOTO,37,sd
2020-06-01,MOTO,27,sd
2020-06-01,MOTO,51,sd
2020-06-02,MOTO,25,sd
2020-06-03,MOTO,41,sd
2020-06-07,MOTO,30,sd
2020-06-10,MOTO,-1,sd
2020-06-10,CICLISTA,42,sd
2020-06-16,CICLISTA,29,GRAVE
2020-06-16,CICLISTA,41,sd
2020-06-18,MOTO,29,sd
2020-06-19,PEATON,25,sd
2020-06-21,AUTO,65,sd
2020-06-23,MOTO,23,sd
2020-06-25,PEATON,61,sd
2020-06-25,CICLISTA,52,sd
2020-06-29,MOTO,32,sd
2020-06-29,MOTO,48,sd
2020-06-30,CICLISTA,21,GRAVE
2020-07-07,CICLISTA,-1,sd
2020-07-11,AUTO,32,sd
2020-07-14,CICLISTA,52,sd
2020-07-15,CICLISTA,36,sd
2020-07-19,MOTO,38,sd
2020-07-20,MOTO,37,SD
2020-07-21,MOTO,40,sd
2020-07-22,TAXI,44,sd
2020-07-22,MOTO,41,sd
2020-07-22,CICLISTA,41,sd
2020-07-24,MOTO,29,sd
2020-07-24,MOTO,30,sd
2020-08-04,CICLISTA,25,sd
2020-08-04,CICLISTA,-1,sd
2020-08-05,MOTO,-1,sd
2020-08-06,CICLISTA,61,sd
2020-08-07,AUTO,68,sd
2020-08-10,PEATON,35,SD
2020-08-11,CICLISTA,27,sd
2020-08-11,MOTO,35,sd
2020-08-11,MOTO,28,sd
2020-08-13,AUTO,58,sd
2020-08-19,MOTO,29,sd
2020-08-27,CICLISTA,50,sd
2020-08-28,UTILITARIO,47,sd
2020-08-29,CICLISTA,25,sd
2020-08-30,CICLISTA,50,GRAVE
2020-09-02,MOTO,32,sd
2020-09-03,PEATON,-1,sd
2020-09-04,PEATON,76,sd
2020-09-05,MOTO,32,sd
2020-09-15,MOTO,22,sd
2020-09-15,MOTO,33,sd
2020-09-15,MOTO,36,sd
2020-09-16,MOTO,-1,sd
2020-09-16,PEATON,71,GRAVE
2020-09-17,MOTO,25,sd
2020-09-20,MOTO,34,sd
2020-09-21,CICLISTA,17,sd
2020-09-22,CICLISTA,-1,sd
2020-09-25,CICLISTA,31,sd
